,название,полное название,издательство,год основания,рецензируемый,выпусков в год,импакт-фактор jcr,статей в выпуске,импакт-фактор ринц 2018,сокращение,страна,город,регион,issn печатной версии,подписной индекс,тираж,вариант представления,www-адрес,isi,всего статей,в настоящее время,scopus,всего выпусков,доступный архив,ринц,полных текстов,реферативный,перечень вак,цитирований,мультидисциплинарный,rsci,esci,doaj,crossref,ядро ринц,web of science,префикс doi,базы данных
369,ACOG Clinical Review,acog clinical review,"elsevier science publishing company, inc.",-,-,-,нет,-,нет,-,сша,-,-,1085-6862,-,-,-,-,нет,0,не выходит,нет,0, - ,нет,0,нет,-,5,нет,нет,-,нет,-,-,-,-,-
370,ACOG committee opinion,acog committee opinion,american college of obstetricians and gynecologists,-,-,-,нет,-,нет,-,сша,-,-,1074-861x,-,-,-,-,нет,0,не выходит,нет,0, - ,нет,0,нет,-,16,нет,нет,-,нет,-,-,-,-,-
371,ACOG Current Journal Review,acog current journal review,elsevier bv,-,-,-,нет,-,нет,-,нидерланды,-,-,0897-1471,-,-,-,-,нет,0,не выходит,нет,0, - ,нет,0,нет,-,1,нет,нет,-,нет,-,-,-,-,-
372,ACORN,acorn,-,-,-,-,нет,-,нет,-,австралия,-,-,1448-7535,-,-,-,-,нет,0,выходит,нет,0, - ,нет,0,нет,-,2,нет,нет,-,нет,-,-,-,-,-
373,Acotaciones,-,-,-,-,-,-,-,-,-,spain,-,-,1130-7269,-,-,-,-,-,-,-,да,-,-,учитываются отдельные статьи,-,-,нет,-,-,нет,нет,нет,нет,да,нет,-,-
374,Acoustic Research Letters Online,acoustic research letters online,acoustical society of america,-,-,-,нет,-,нет,-,сша,-,-,1529-7853,-,-,-,-,нет,13,не выходит,нет,7,2000 - 2005,нет,0,нет,-,1179,нет,нет,-,нет,-,-,-,-,-
375,Acoustical Imaging,acoustical imaging,-,-,-,-,нет,-,нет,-,сша,-,-,0270-5117,-,-,-,-,нет,8,выходит,нет,5,1992 - 2012,нет,0,нет,-,1266,нет,нет,-,нет,-,-,-,-,-
376,Acoustical Physics,acoustical physics,"pleiades publishing, ltd. (плеадес паблишинг, лтд)",1955,да,6,есть,-,нет,-,россия,москва,москва,1063-7710,-,-,-,https://link.springer.com/journal/11441,да,2647,выходит,да,161,1993 - 2021,нет,0,нет,да,17549,нет,нет,-,нет,-,-,-,-,-
377,Acoustical Science and Technology,acoustical science and technology,acoustical society of japan,-,-,-,нет,-,нет,-,япония,-,-,1346-3969,-,-,-,-,да,29,выходит,да,22,2003 - 2021,нет,0,нет,-,601,нет,нет,-,нет,-,-,-,-,-
378,ACOUSTICS,-,-,-,-,-,-,-,-,-,switzerland,-,-,-,-,-,-,-,-,-,-,нет,-,-,учитываются отдельные статьи,-,-,нет,-,-,нет,да,нет,нет,да,да,-,-
379,Acoustics Australia,acoustics australia,australian acoustical society,-,-,-,есть,-,нет,-,австралия,-,-,0814-6039,-,-,-,-,да,31,выходит,да,20,2005 - 2021,нет,0,нет,-,430,нет,нет,-,нет,-,-,-,-,-
380,Acoustics Bulletin,acoustics bulletin,institute of acoustics,-,-,-,нет,-,нет,-,великобритания,-,-,0308-437x,-,-,-,-,нет,0,выходит,да,0, - ,нет,0,нет,-,103,нет,нет,-,нет,-,-,-,-,-
381,Acoustics Letters,acoustics letters,-,-,-,-,нет,-,нет,acoust lett,великобритания,-,-,0140-1599,-,-,-,-,нет,31,не выходит,нет,25,1991 - 2001,нет,0,нет,-,172,нет,нет,-,нет,-,-,-,-,-
382,ACP journal club,acp journal club,american college of physicians,-,-,-,нет,-,нет,-,сша,-,-,1056-8751,-,-,-,-,нет,0,не выходит,нет,0, - ,нет,0,нет,-,510,нет,нет,-,нет,-,-,-,-,-
383,ACQUE SOTTERRANEE-ITALIAN JOURNAL OF GROUNDWATER,-,-,-,-,-,-,-,-,-,italy,-,-,1828-454x,-,-,-,-,-,-,-,да,-,-,учитываются отдельные статьи,-,-,нет,-,-,нет,да,да,нет,да,да,-,-
384,Acquisitions Librarian,acquisitions librarian,haworth press inc.,-,-,-,нет,-,нет,-,сша,-,-,0896-3576,-,-,-,-,нет,0,не выходит,нет,0, - ,нет,0,нет,-,5,нет,нет,-,нет,-,-,-,-,-
385,ACR OPEN RHEUMATOLOGY,-,-,-,-,-,-,-,-,-,usa,-,-,2578-5745,-,-,-,-,-,-,-,нет,-,-,учитываются отдельные статьи,-,-,нет,-,-,нет,да,нет,нет,да,да,-,-
386,ACRN Journal of Finance and Risk Perspectives,acrn journal of finance and risk perspectives,acrn oxford ltd.,-,-,-,нет,-,нет,acrn j. finan. risk perspect.,великобритания,-,-,-,-,-,-,-,нет,8,выходит,да,4,2017 - 2021,нет,0,нет,-,28,нет,нет,-,да,-,-,-,-,-
387,Acrocephalus,acrocephalus,-,-,-,4,нет,-,нет,-,словения,любляна,-,0351-2851,-,-,-,-,нет,4,выходит,да,2,2012 - 2012,нет,0,нет,-,150,нет,нет,-,нет,-,-,-,-,-
388,Across Languages and Cultures,across languages and cultures,akademiai kiado,2000,-,2,есть,-,нет,-,венгрия,-,-,1585-1923,-,-,-,http://www.akkrt.hu,да,4,выходит,да,4,2002 - 2020,нет,0,нет,-,210,нет,нет,-,нет,-,-,-,-,-
389,Across the Board,across the board,conference board inc.,-,-,-,нет,-,нет,atb,-,-,-,0147-1554,-,-,-,-,нет,0,выходит,нет,0, - ,нет,0,нет,-,201,нет,нет,-,нет,-,-,-,-,-
390,ACS Agricultural Science and Technology,-,-,-,-,-,-,-,-,-,usa,-,-,-,-,-,-,-,-,-,-,да,-,-,учитываются отдельные статьи,-,-,нет,-,-,нет,нет,нет,нет,да,нет,-,-
391,ACS Applied Bio Materials,-,-,-,-,-,-,-,-,-,uk,-,-,-,-,-,-,-,-,-,-,да,-,-,учитываются отдельные статьи,-,-,нет,-,-,нет,да,нет,нет,да,да,-,-
392,ACS Applied Electronic Materials,-,-,-,-,-,-,-,-,-,usa,washington,-,-,-,-,-,-,-,-,-,да,-,-,учитываются отдельные статьи,-,-,нет,-,-,нет,нет,нет,нет,да,да,-,-
393,ACS Applied Energy Materials,-,-,-,-,-,-,-,-,-,usa,-,-,-,-,-,-,-,-,-,-,да,-,-,учитываются отдельные статьи,-,-,нет,-,-,нет,нет,нет,нет,да,да,-,-
394,ACS Applied Materials &amp; Interfaces,acs applied materials &amp; interfaces,american chemical society,-,-,-,есть,-,нет,-,сша,-,-,1944-8244,-,-,-,http://pubs.acs.org/journal/aamick,да,12255,выходит,да,465,2009 - 2021,нет,0,нет,-,410082,нет,нет,-,нет,-,-,-,-,-
395,ACS Applied Nano Materials,acs applied nano materials,-,-,-,-,есть,-,нет,-,сша,washington,-,-,-,-,-,https://pubs.acs.org/page/aanmf6/about.html,да,1749,выходит,да,57,2018 - 2021,нет,0,нет,-,10218,нет,нет,-,нет,-,-,-,-,-
396,ACS Applied Polymer Materials,-,-,-,-,-,-,-,-,-,usa,-,-,-,-,-,-,-,-,-,-,да,-,-,учитываются отдельные статьи,-,-,нет,-,-,нет,нет,нет,нет,да,да,-,-
397,ACS Biomaterial Science and Engineering,acs biomaterial science and engineering,american chemical society,-,-,-,есть,-,нет,acs biomater. sci. eng.,сша,-,-,-,-,-,-,-,да,700,выходит,да,95,2015 - 2021,нет,0,нет,-,8640,нет,нет,-,нет,-,-,-,-,-
398,ACS Catalysis,acs catalysis,american chemical society,-,-,-,есть,-,нет,-,сша,-,-,-,-,-,-,http://pubs.acs.org/journal/accacs,да,3580,выходит,да,166,2011 - 2021,нет,1,нет,-,157192,нет,нет,-,нет,-,-,-,-,-
399,ACS Central Science,acs central science,-,-,-,-,есть,-,нет,-,сша,-,-,2374-7943,-,-,-,-,да,335,выходит,да,81,2015 - 2021,нет,0,нет,-,13770,нет,нет,-,да,-,-,-,-,-
400,ACS Chemical Biology,acs chemical biology,american chemical society,2006,-,12,есть,-,нет,-,сша,-,-,1554-8929,-,-,-,http://pubs.acs.org/journals/acbcct/index.html,да,853,выходит,да,176,2006 - 2021,нет,0,нет,-,34255,нет,нет,-,нет,-,-,-,-,-
401,ACS Chemical Neuroscience,acs chemical neuroscience,-,-,-,-,есть,-,нет,-,сша,-,-,-,-,-,-,-,да,733,выходит,да,161,2010 - 2021,нет,1,нет,-,16492,нет,нет,-,нет,-,-,-,-,-
402,ACS Combinatorial Science,acs combinatorial science,-,-,-,-,есть,-,нет,-,сша,-,-,2156-8952,-,-,-,-,да,266,выходит,да,103,2011 - 2020,нет,0,нет,-,4060,нет,нет,-,нет,-,-,-,-,-
403,"ACS Division of Environmental Chemistry, Preprints","acs division of environmental chemistry, preprints",american chemical society,-,-,-,нет,-,нет,-,сша,-,-,0093-3066,-,-,-,-,нет,12,не выходит,нет,8,1996 - 2004,нет,0,нет,-,3,нет,нет,-,нет,-,-,-,-,-
404,"ACS Division of Fuel Chemistry, Preprints","acs division of fuel chemistry, preprints",-,-,-,-,нет,-,нет,acs div. fuel chem. prepr.,-,-,-,0569-3772,-,-,-,-,нет,1,выходит,нет,1,1997 - 1997,нет,0,нет,-,370,нет,нет,-,нет,-,-,-,-,-
405,ACS Earth and Space Chemistry,acs earth and space chemistry,-,-,-,-,есть,-,нет,-,сша,-,-,2472-3452,-,-,-,https://pubs.acs.org/page/aesccq/about.html,да,436,выходит,да,61,2017 - 2021,нет,0,нет,-,1844,нет,нет,-,нет,-,-,-,-,-
406,ACS Energy Letters,acs energy letters,american chemical society,2016,-,-,есть,-,нет,acs energy lett.,сша,-,-,-,-,-,-,https://pubs.acs.org/journal/aelccp,да,587,выходит,да,73,2016 - 2021,нет,0,нет,-,29551,нет,нет,-,нет,-,-,-,-,-
407,ACS ES&amp;T ENGINEERING,-,-,-,-,-,-,-,-,-,usa,-,-,2690-0645,-,-,-,-,-,-,-,нет,-,-,учитываются отдельные статьи,-,-,нет,-,-,нет,да,нет,нет,да,да,-,-
408,ACS ES&amp;T WATER,-,-,-,-,-,-,-,-,-,usa,-,-,2690-0637,-,-,-,-,-,-,-,да,-,-,учитываются отдельные статьи,-,-,нет,-,-,нет,да,нет,нет,да,да,-,-
409,ACS Infectious Diseases,acs infectious diseases,american chemical society,-,-,-,есть,-,нет,acs infect. dis.,сша,-,-,-,-,-,-,-,да,297,выходит,да,84,2015 - 2021,нет,0,нет,-,4716,нет,нет,-,нет,-,-,-,-,-
410,ACS Macro Letters,acs macro letters,-,-,-,-,есть,-,нет,acs macro lett.,сша,-,-,-,-,-,-,-,да,635,выходит,да,124,2012 - 2021,нет,0,нет,-,11910,нет,нет,-,нет,-,-,-,-,-
411,ACS Materials Letters,-,-,-,-,-,-,-,-,-,usa,-,-,-,-,-,-,-,-,-,-,да,-,-,учитываются отдельные статьи,-,-,нет,-,-,нет,нет,нет,нет,да,да,-,-
412,ACS Medicinal Chemistry Letters,acs medicinal chemistry letters,-,-,-,-,есть,-,нет,-,сша,-,-,-,-,-,-,-,да,301,выходит,да,111,2010 - 2021,нет,0,нет,-,15170,нет,нет,-,нет,-,-,-,-,-
413,ACS Nano,acs nano,american chemical society,2007,-,12,есть,-,нет,-,сша,-,-,1936-0851,-,-,-,http://pubs.acs.org/journals/ancac3/index.html,да,6652,выходит,да,187,2007 - 2021,нет,0,нет,-,580681,нет,нет,-,нет,-,-,-,-,-
414,ACS Omega,acs omega,-,2016,-,-,есть,-,нет,-,сша,-,-,2470-1343,-,-,-,http://pubs.acs.org/page/acsodf/about.html,да,4347,выходит,да,173,2016 - 2021,нет,0,нет,-,31838,нет,нет,-,да,-,-,-,-,-
415,ACS Pharmacology and Translational Science,-,-,2018,-,-,-,-,-,-,usa,-,-,-,-,-,-,-,-,-,-,да,-,-,учитываются отдельные статьи,-,-,нет,-,-,нет,да,нет,нет,да,да,-,-
416,ACS Photonics,acs photonics,american chemical society,-,-,-,есть,-,нет,acs photonics,сша,-,-,-,-,-,-,-,да,1688,выходит,да,105,2014 - 2021,нет,0,нет,-,40720,нет,нет,-,нет,-,-,-,-,-
417,ACS Sensors,acs sensors,american chemical society,2016,-,-,есть,-,нет,acs sensors,сша,-,-,-,-,-,-,https://pubs.acs.org/journal/ascefj,да,636,выходит,да,75,2016 - 2021,нет,0,нет,-,12090,нет,нет,-,нет,-,-,-,-,-
418,ACS Sustainable Chemistry and Engineering,acs sustainable chemistry and engineering,-,-,-,-,есть,-,нет,acs sustainable chem. eng.,сша,-,-,-,-,-,-,-,да,2778,выходит,да,204,2013 - 2021,нет,0,нет,-,45885,нет,нет,-,нет,-,-,-,-,-
419,ACS Symposium Series,-,-,1974,-,-,-,-,-,-,usa,washington,-,0097-6156,-,-,-,-,-,-,-,да,-,-,учитываются отдельные статьи,-,-,нет,-,-,нет,нет,нет,нет,да,нет,-,-
420,ACS Synthetic Biology,acs synthetic biology,-,-,-,-,есть,-,нет,acs synth. biol.,сша,-,-,-,-,-,-,-,да,489,выходит,да,117,2012 - 2021,нет,0,нет,-,11262,нет,нет,-,нет,-,-,-,-,-
421,ACSM Bulletin,acsm bulletin,american congress on surveying and mapping,-,-,-,нет,-,нет,-,сша,-,-,0747-9417,-,-,-,-,нет,0,не выходит,нет,0, - ,нет,0,нет,-,18,нет,нет,-,нет,-,-,-,-,-
422,ACSM's Health and Fitness Journal,acsm's health and fitness journal,lippincott williams &amp; wilkins,-,-,-,есть,-,нет,-,сша,-,-,1091-5397,-,-,-,-,да,6,выходит,да,5,2011 - 2021,нет,0,нет,-,53,нет,нет,-,нет,-,-,-,-,-
423,Acta - Unio Internationalis Contra Cancrum,acta - unio internationalis contra cancrum,international union against cancer,-,-,-,нет,-,нет,-,бельгия,-,-,0365-3056,-,-,-,-,нет,0,не выходит,нет,0, - ,нет,0,нет,-,42,нет,нет,-,нет,-,-,-,-,-
424,Acta Academiae Artium Vilnensis,-,-,-,-,-,-,-,-,-,united arab emirates,-,-,1392-0316,-,-,-,-,-,-,-,да,-,-,учитываются отдельные статьи,-,-,нет,-,-,нет,нет,нет,нет,да,нет,-,-
425,Acta Academiae Medicinae Hubei,acta academiae medicinae hubei,china international book trading corp./zhongguo guoji tushu maoyi zonggongsi,-,-,-,нет,-,нет,-,китай,-,-,1000-243x,-,-,-,-,нет,6,не выходит,нет,6,1996 - 1999,нет,0,нет,-,3,нет,нет,-,нет,-,-,-,-,-
426,Acta Academiae Medicinae Primae Shanghai,acta academiae medicinae primae shanghai,shang-hai ti 1 i hsueh yuan,-,-,-,нет,-,нет,-,китай,-,-,0253-3650,-,-,-,-,нет,0,не выходит,нет,0, - ,нет,0,нет,-,35,нет,нет,-,нет,-,-,-,-,-
427,Acta Academiae Medicinae Sichuan,acta academiae medicinae sichuan,sichuan medical college,-,-,-,нет,-,нет,-,китай,-,-,0253-4290,-,-,-,-,нет,0,не выходит,нет,0, - ,нет,0,нет,-,2,нет,нет,-,нет,-,-,-,-,-
428,Acta Academiae Medicinae Wuhan,acta academiae medicinae wuhan,wuhan medical college,-,-,-,нет,-,нет,-,китай,-,-,0253-3316,-,-,-,-,нет,0,не выходит,нет,0, - ,нет,0,нет,-,5,нет,нет,-,нет,-,-,-,-,-
429,Acta Academica,acta academica,-,-,-,-,нет,-,нет,-,канада,-,-,0587-2405,-,-,-,-,нет,4,выходит,да,4,2009 - 2018,нет,0,нет,-,37,нет,нет,-,да,-,-,-,-,-
430,Acta Acustica,-,-,-,-,-,-,-,-,-,france,-,-,-,-,-,-,-,-,-,-,да,-,-,учитываются отдельные статьи,-,-,нет,-,-,нет,нет,нет,нет,да,да,-,-
431,Acta Acustica (Stuttgart),acta acustica (stuttgart),s. hirzel verlag,-,-,-,нет,-,нет,-,германия,-,-,1436-7947,-,-,-,-,нет,15,выходит,нет,7,1996 - 2003,нет,0,нет,-,867,нет,нет,-,нет,-,-,-,-,-
432,Acta Acustica united with Acustica,acta acustica united with acustica,s. hirzel verlag,-,-,-,нет,-,нет,-,германия,-,-,1610-1928,-,-,-,-,нет,206,выходит,нет,87,2003 - 2019,нет,0,нет,-,2471,нет,нет,-,нет,-,-,-,-,-
433,Acta ad Archaeologiam et Artium Historiam Pertinentia,acta ad archaeologiam et artium historiam pertinentia,-,-,-,-,нет,-,нет,-,италия,-,-,0065-0900,-,-,-,-,нет,0,выходит,нет,0, - ,нет,0,нет,-,23,нет,нет,-,нет,-,-,-,-,-
434,Acta Adriatica,acta adriatica,institut za oceanografiju i ribarsstvo/institute of oceanography and fisheries,-,-,-,есть,-,нет,-,хорватия,-,-,0001-5113,-,-,-,-,да,45,выходит,да,27,2005 - 2021,нет,0,нет,-,1781,нет,нет,-,нет,-,-,-,-,-
435,Acta Agraria Debreceniensis,acta agraria debreceniensis,-,-,-,-,нет,-,нет,-,турция,-,-,1587-1282,-,-,-,http://www.agr.unideb.hu/acta/,нет,1,выходит,нет,1,2015 - 2015,нет,0,нет,-,18,нет,нет,-,нет,-,-,-,-,-
436,Acta Agrestica Sinica,acta agrestica sinica,-,-,-,-,нет,-,нет,-,китай,пекин,-,1007-0435,-,-,-,-,нет,3,выходит,нет,3,2010 - 2015,нет,0,нет,-,2,нет,нет,-,нет,-,-,-,-,-
437,Acta Agriculturae Scandinavica,acta agriculturae scandinavica,munksgaard international publishers,1950,-,-,нет,-,нет,-,дания,-,-,0001-5121,-,-,-,https://www.tandfonline.com/loi/saga20,нет,30,не выходит,нет,24,1963 - 1985,нет,0,нет,-,1693,нет,нет,-,нет,-,-,-,-,-
